"Parent Molecule";"Name";"Synonyms";"Research Codes";"Phase";"Drug Applicants";"USAN Stem";"USAN Year";"USAN Definition";"USAN Stem - Substem";"First Approval";"ATC Codes";"Level 4 ATC Codes";"Level 3 ATC Codes";"Level 2 ATC Codes";"Level 1 ATC Codes";"Indication Class";"Patent";"Drug Type";"Passes Rule of Five";"First In Class";"Chirality";"Prodrug";"Oral";"Parenteral";"Topical";"Black Box";"Availability Type";"Smiles"
"CHEMBL2108222";"ALOXIPRIN";"ALAPRIN|ALOXIPRIN|PALAPRIN FTE|PALOXIN|POLYOXYALUMINIUM ACETYLSALICYLATE|POLYOXYALUMINUM ACETYLSALICYLATE|SUPERPYRIN";"";"4.0";"";"";"";"";"";"";"B01AC15 | N02BA02";"B01AC - Platelet aggregation inhibitors excl. heparin | N02BA - Salicylic acid and derivatives";"B01A - ANTITHROMBOTIC AGENTS | N02B - OTHER ANALGESICS AND ANTIPYRETICS";"B01 - ANTITHROMBOTIC AGENTS | N02 - ANALGESICS";"B - BLOOD AND BLOOD FORMING ORGANS | N - NERVOUS SYSTEM";"";"None";"-1:Unknown";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL2104537";"AMOPROXAN";"AMOPROXAN|CERM 730|CERM-730";"CERM 730|CERM-730";"4.0";"";"'-oxan'";"";"alpha-adrenoceptor antagonists (benzodioxane derivatives)";"'-oxan(-oxan)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Withdrawn";"COc1cc(C(=O)OC(COCCC(C)C)CN2CCOCC2)cc(OC)c1OC"
"CHEMBL3707359";"DAXIBOTULINUMTOXINA";"DAXIBOTULINUMTOXINA|DAXIBOTULINUMTOXINA-LANM|Daxxify|RTI-150|RTI150|RTT150";"RTI-150|RTI150|RTT150";"4.0";"";"";"2015";"";"";"2022";"";"";"";"";"";"";"None";"-1:Unknown";"0";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Prescription Only";""
"CHEMBL685";"MEBENDAZOLE";"CHLORFENSON|EMVERM|K-6451|MEBENDAZOLE|MEBENDAZOLE POLYMORPH C|MEBENDAZOLUM|Mebendazole|Mebenvet|NSC-184849|NSC-5618|ORTHOTRAN|OVEX|OVITELMIN|OVOCHLOR|PANTELMIN|R 17,635|R-17635|Telmin|Telmintic|VERMICIDIN|VERMOX|ZHIHUANQING";"NSC-184849|NSC-5618|R 17,635|R-17635";"4.0";"Impax Laboratories Inc|Janssen Pharmaceuticals Inc";"'-bendazole'";"1971";"antithelmintics (tibendazole type)";"'-bendazole(-bendazole)'";"1974";"P02CA51 | P02CA01";"P02CA - Benzimidazole derivatives | P02CA - Benzimidazole derivatives";"P02C - ANTINEMATODAL AGENTS | P02C - ANTINEMATODAL AGENTS";"P02 - ANTHELMINTICS | P02 - ANTHELMINTICS";"P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS | P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS";"Anthelmintic";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"0";"0";"0";"Prescription Only";"COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1"
"CHEMBL1201513";"HEPARIN CALCIUM";"Calciparine|ECASOLV|HEPARIN CALCIUM|HEPARIN CALCIUM SALT|HEPARINUM CALCICUM|UNIPARIN CA";"";"4.0";"Sanofi Aventis Us Llc";"'-parin'";"";"heparin derivatives and low molecular weight (or depolymerized) heparins";"'-parin(-parin)'";"1982";"B01AB01 | B01AB51 | C05BA53 | C05BA03 | S01XA14";"B01AB - Heparin group | B01AB - Heparin group | C05BA - Heparins or heparinoids for topical use | C05BA - Heparins or heparinoids for topical use | S01XA - Other ophthalmologicals";"B01A - ANTITHROMBOTIC AGENTS | B01A - ANTITHROMBOTIC AGENTS | C05B - ANTIVARICOSE THERAPY | C05B - ANTIVARICOSE THERAPY | S01X - OTHER OPHTHALMOLOGICALS";"B01 - ANTITHROMBOTIC AGENTS | B01 - ANTITHROMBOTIC AGENTS | C05 - VASOPROTECTIVES | C05 - VASOPROTECTIVES | S01 - OPHTHALMOLOGICALS";"B - BLOOD AND BLOOD FORMING ORGANS | B - BLOOD AND BLOOD FORMING ORGANS | C - CARDIOVASCULAR SYSTEM | C - CARDIOVASCULAR SYSTEM | S - SENSORY ORGANS";"Anticoagulant";"None";"3:Oligosaccharide";"1";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Discontinued";""
"CHEMBL1201537";"TROLAMINE POLYPEPTIDE OLEATE CONDENSATE";"CERUMENEX|TROLAMINE POLYPEPTIDE OLEATE CONDENSATE";"";"4.0";"Pharmaceutical Research Assoc Inc";"'-tide'";"";"peptides";"'-tide(-tide)'";"1958";"";"";"";"";"";"";"None";"5:Oligopeptide";"0";"0";"Single Stereoisomer";"0";"0";"0";"1";"0";"Discontinued";""
"CHEMBL2303613";"CEFODIZIME";"CEFODIZIME|CEFODIZIME DISODIUM|CEFODIZIME DISODIUM SALT|CEFODIZIME SODIUM|Cefodizime|HR 221|HR 221 [AS SODIUM]|HR-221|S 77 1221 B|S 77 1221 B [AS SODIUM]|S 77-1221B|S-77-1221-B|S-77-1221B|THR 221|THR 221 [AS SODIUM]|THR-221|TIMECEF";"HR 221|HR 221 [AS SODIUM]|HR-221|S 77 1221 B|S 77 1221 B [AS SODIUM]|S 77-1221B|S-77-1221-B|S-77-1221B|THR 221|THR 221 [AS SODIUM]|THR-221";"4.0";"";"'cef-'";"";"cephalosporins";"'cef-(cef-)'";"";"J01DD09";"J01DD - Third-generation cephalosporins";"J01D - OTHER BETA-LACTAM ANTIBACTERIALS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(C)c(CC(=O)O)s3)CS[C@H]12)c1csc(N)n1"
"CHEMBL1241";"TRIPELENNAMINE";"NSC-118946|PBZ|PBZ-SR|TRIPELENNAMINE|Tripelennamine";"NSC-118946";"4.0";"Parke Davis Div Warner Lambert Co|Heather Drug Co Inc|Nylos Trading Co Inc|Watson Laboratories Inc|Lannett Co Inc|Barr Laboratories Inc|Novartis Pharmaceuticals Corp|Anabolic Inc|Impax Laboratories Inc";"";"";"";"";"1948";"R06AC04 | D04AA04";"R06AC - Substituted ethylene diamines | D04AA - Antihistamines for topical use";"R06A - ANTIHISTAMINES FOR SYSTEMIC USE | D04A - ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.";"R06 - ANTIHISTAMINES FOR SYSTEMIC USE | D04 - ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.";"R - RESPIRATORY SYSTEM | D - DERMATOLOGICALS";"Antihistaminic";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"0";"0";"0";"Discontinued";"CN(C)CCN(Cc1ccccc1)c1ccccn1"
"CHEMBL1201586";"PALIVIZUMAB";"MEDI-493|PALIVIZUMAB|SYNAGIS|SYNAGIS ABBOSYNAGIS";"MEDI-493";"4.0";"";"'-mab'";"";"monoclonal antibodies";"'-mab(-mab)'";"1998";"J06BD01";"J06BD - Antiviral monoclonal antibodies";"J06B - IMMUNOGLOBULINS";"J06 - IMMUNE SERA AND IMMUNOGLOBULINS";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"";"None";"6:Antibody";"0";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Prescription Only";""
"CHEMBL1790041";"RANITIDINE";"NSC-757851|RANITIDINE|Ranitidine|Tritec|Zantac";"NSC-757851";"4.0";"Boehringer Ingelheim Corp|Glaxosmithkline|Ranbaxy Pharmaceuticals Inc|Watson Laboratories Inc|Actavis Mid Atlantic Llc|Taro Pharmaceuticals Usa Inc|Mylan Pharmaceuticals Inc|Zydus Pharmaceuticals Usa Inc|Novitium Pharma Llc|Akorn Operating Co Llc";"'-tidine'";"1979";"H2-receptor antagonists (cimetidine type)";"'-tidine(-tidine)'";"1983";"A02BA02";"A02BA - H2-receptor antagonists";"A02B - DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD)";"A02 - DRUGS FOR ACID RELATED DISORDERS";"A - ALIMENTARY TRACT AND METABOLISM";"Antagonist (to histamine-H2 receptors)";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"1";"0";"0";"Over the Counter";"CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1"
"CHEMBL416956";"MEFLOQUINE";"GNF-Pf-5544|Lariam|MEFLOQUINE|Mefaquin|Mefloquine|NSC-758233|RO 21-5998|RO-215998|WR 142,490";"GNF-Pf-5544|NSC-758233|RO 21-5998|RO-215998|WR 142,490";"4.0";"Hoffmann La Roche Inc|Sandoz Inc|Hikma International Pharmaceuticals Llc|Barr Laboratories Inc|Hikma Pharmaceuticals Usa Inc|United States Army Walter Reed Army Institute Research";"";"1975";"";"";"1989";"P01BC02";"P01BC - Methanolquinolines";"P01B - ANTIMALARIALS";"P01 - ANTIPROTOZOALS";"P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS";"Antimalarial";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"1";"0";"0";"1";"Prescription Only";"OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1"
"CHEMBL485";"CODEINE";"CODEINE|CODEINE MONOHYDRATE|CODEINUM|CODEINUM MONOHYDRICUM|Codeine|DEA NO. 9050|IDS-NC-005(SECT.-2)";"IDS-NC-005(SECT.-2)";"4.0";"Scherer Laboratories Inc|Dava Pharmaceuticals Inc|Eywa Pharma Inc|Vitarine Pharmaceuticals Inc|Glaxosmithkline|Mainpointe Pharmaceuticals Llc|Meda Pharmaceuticals Meda Pharmaceuticals Inc|Halsey Drug Co Inc|Kv Pharmaceutical Co|Elite Laboratories Inc";"";"1987";"";"";"1952";"N02AA59 | N02AA79 | R05DA04";"N02AA - Natural opium alkaloids | N02AA - Natural opium alkaloids | R05DA - Opium alkaloids and derivatives";"N02A - OPIOIDS | N02A - OPIOIDS | R05D - COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS";"N02 - ANALGESICS | N02 - ANALGESICS | R05 - COUGH AND COLD PREPARATIONS";"N - NERVOUS SYSTEM | N - NERVOUS SYSTEM | R - RESPIRATORY SYSTEM";"Analgesic (narcotic); Antitussive,Antitussive,Antitussive; Analgesic (narcotic)";"US-8062667-B2";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"0";"0";"1";"Prescription Only";"COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341"
"CHEMBL1219";"RABEPRAZOLE";"Aciphex|E-3810 (PPI)|E3810|ERALOC|LY-307640|LY307640|PARIPRAZOLE|RABEPRAZOLE|Rabeprazole";"E-3810 (PPI)|E3810|LY-307640|LY307640";"4.0";"Teva Pharmaceuticals Usa Inc|Alkem Laboratories Ltd|Rubicon Research Private Ltd|Aurobindo Pharma Ltd|Amneal Pharmaceuticals|Dr Reddys Laboratories Ltd|Mylan Pharmaceuticals Inc|Lannett Co Inc|Aytu Bioscience Inc|Torrent Pharmaceuticals Ltd";"'-prazole'";"1995";"antiulcer agents (benzimidazole derivatives)";"'-prazole(-prazole)'";"1999";"A02BC04 | A02BC54";"A02BC - Proton pump inhibitors | A02BC - Proton pump inhibitors";"A02B - DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD) | A02B - DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD)";"A02 - DRUGS FOR ACID RELATED DISORDERS | A02 - DRUGS FOR ACID RELATED DISORDERS";"A - ALIMENTARY TRACT AND METABOLISM | A - ALIMENTARY TRACT AND METABOLISM";"Anti-Ulcerative; Gastric Acid Pump Inhibitor";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"1";"0";"0";"0";"Prescription Only";"COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C"
"CHEMBL666";"FOSCARNET";"Dihydroxyphosphinecarboxylic Acid Oxide|FOSCARNET|Foscarnet|J05AD01";"J05AD01";"4.0";"Hospira Inc|Clinigen Healthcare Ltd|Fresenius Kabi Usa Llc|Gland Pharma Ltd";"'fos-'";"1985";"phosphoro-derivatives";"'fos-(fos-)'";"1991";"J05AD01";"J05AD - Phosphonic acid derivatives";"J05A - DIRECT ACTING ANTIVIRALS";"J05 - ANTIVIRALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antiviral";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"1";"0";"1";"Prescription Only";"O=C(O)P(=O)(O)O"
"CHEMBL1201517";"PERFLUOROPOLYMETHYLISOPROPYL ETHER";"PERFLUOROPOLYMETHYLISOPROPYL ETHER|Perfluoropolymethylisopropyl ether";"";"4.0";"Us Army Medical Research Materiel Command";"'perflu-'";"";"blood substitutes and/or diagnostics (perfluorochemicals)";"'perflu-(perflu-)'";"2000";"";"";"";"";"";"";"None";"10:Polymer";"1";"0";"Single Stereoisomer";"0";"0";"0";"1";"0";"Discontinued";""
"CHEMBL1742982";"AFLIBERCEPT";"ABP-938|AFLIBERCEPT|AFLIBERCEPT (GENETICAL RECOMBINATION)|AFLIBERCEPT BETA|AFLIBERCEPT BIOSIMILAR (AMGEN)|AFLIBERCEPT RECOMBINANT|AVE-0005|AVE0005|BAY-86-5321|BAY-865321|BAY86-5321|EYLEA|VEGF TRAP|VEGF TRAP-EYE|ZALTRAP|ZIV-AFLIBERCEPT";"ABP-938|AVE-0005|AVE0005|BAY-86-5321|BAY-865321|BAY86-5321|VEGF TRAP";"4.0";"";"'-cept'";"2008";"receptor molecules or membrane ligands, natural, modified or modified: vascular endothelial growth factor (VEGF) receptors";"'-cept(-cept (-bercept))'";"2011";"L01XX44 | S01LA05";"L01XX - Other antineoplastic agents | S01LA - Antineovascularisation agents";"L01X - OTHER ANTINEOPLASTIC AGENTS | S01L - OCULAR VASCULAR DISORDER AGENTS";"L01 - ANTINEOPLASTIC AGENTS | S01 - OPHTHALMOLOGICALS";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS | S - SENSORY ORGANS";"";"None";"5:Oligopeptide";"1";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Prescription Only";""
"CHEMBL137";"METRONIDAZOLE";"ACEA|ANABACT|BAY-5360|BAYER 5360|BAYER-5360|DEFLAMON|DRAZIFON|ELYZOL|FLAGYL COMPAK|FLAGYL ER|FLAGYL-400|FLAGYL-S|Flagyl|Flagyl 375|Flagyl i.v. rtu in plastic container|GINEFLAVIR|METRO I.V.|METROCREAM|METROGEL-VAGINAL|METROLOTION|METROLYL|METROMIDOL|METRONIDAZOLE|METROSA|METROTOP|Metric 21|Metrogel|NEUTRATOP|NORZOL|NSC-50364|NSC-69587|NUVESSA|Noritate|ORVAGIL|PROTOSTAT|ROSICED|ROZEX|RP 8823|RP-8823|SATRIC|VAGINYL|Vandazole|ZADSTAT|ZIDOVAL|ZYOMET";"BAY-5360|BAYER 5360|BAYER-5360|NSC-50364|NSC-69587|RP 8823|RP-8823";"4.0";"Inforlife Sa|Lnk International Inc|Savage Laboratories Inc Div Altana Inc|Halsey Drug Co Inc|Watson Laboratories Inc|Abbott Laboratories Pharmaceutical Products Div|Flamingo Pharmaceuticals Ltd|Fougera Pharmaceuticals Inc|Ivax Pharmaceuticals Inc Sub Teva Pharmaceuticals Usa|Allergan Sales Llc";"'-nidazole'";"1962";"antiprotozoal substances (metronidazole type)";"'-nidazole(-nidazole)'";"1963";"D06BX01 | P01AB51 | G01AF01 | A01AB17 | P01AB01 | J01XD01";"D06BX - Other chemotherapeutics | P01AB - Nitroimidazole derivatives | G01AF - Imidazole derivatives | A01AB - Antiinfectives and antiseptics for local oral treatment | P01AB - Nitroimidazole derivatives | J01XD - Imidazole derivatives";"D06B - CHEMOTHERAPEUTICS FOR TOPICAL USE | P01A - AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES | G01A - ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS | A01A - STOMATOLOGICAL PREPARATIONS | P01A - AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES | J01X - OTHER ANTIBACTERIALS";"D06 - ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE | P01 - ANTIPROTOZOALS | G01 - GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS | A01 - STOMATOLOGICAL PREPARATIONS | P01 - ANTIPROTOZOALS | J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"D - DERMATOLOGICALS | P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS | G - GENITO URINARY SYSTEM AND SEX HORMONES | A - ALIMENTARY TRACT AND METABOLISM | P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS | J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial,Antiprotozoal (trichomonas)";"US-6881726-B2";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"1";"1";"1";"Prescription Only";"Cc1ncc([N+](=O)[O-])n1CCO"
"CHEMBL2010412";"ACRIFLAVINE";"";"";"4.0";"";"'-vin-'";"";"vinca alkaloids";"'-vin-(-vin-)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"C[n+]1c2cc(N)ccc2cc2ccc(N)cc21.Nc1ccc2cc3ccc(N)cc3nc2c1"
"CHEMBL276832";"HYDRALAZINE";"HYDRALAZINE|HYDRALAZINE POLISTIREX|NSC-126699";"NSC-126699";"4.0";"Alkem Laboratories Ltd|Vitarine Pharmaceuticals Inc|Sun Pharmaceutical Industries Inc|Halsey Drug Co Inc|Watson Laboratories Inc|Ascot Hosp Pharmaceuticals Inc Div Travenol Laboratories Inc|Invagen Pharmaceuticals Inc|American Regent Inc|Mylan Pharmaceuticals Inc|Purepac Pharmaceutical Co";"'-dralazine; -lazine'";"";"antihypertensives (hydrazine-phthalazines); antiarrhythmic/antianginal/antihypertensive agents, phthalazine like structure";"'-dralazine(-dralazine); -lazine(-lazine)'";"1953";"C02DB02";"C02DB - Hydrazinophthalazine derivatives";"C02D - ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON";"C02 - ANTIHYPERTENSIVES";"C - CARDIOVASCULAR SYSTEM";"Antihypertensive";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"1";"0";"0";"Prescription Only";"NNc1nncc2ccccc12"
"CHEMBL427216";"GLICLAZIDE";"BILXONA|DACADIS MR|DIAGLYK|DIAMICRON|DIAMICRON MR|EDICIL|GLICLAZIDE|GLIMICRON|GLIMIL|J3.151H|NAZDOL MR|NSC-758673|S-1702|S-852|SE 1702|SE-1702|VAMJU|VITILE XL|ZICLASEG|ZICRON|ZICRON PR";"J3.151H|NSC-758673|S-1702|S-852|SE 1702|SE-1702";"4.0";"";"'gli-'";"";"antidiabetics";"'gli-(gli-)'";"";"A10BB09";"A10BB - Sulfonylureas";"A10B - BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS";"A10 - DRUGS USED IN DIABETES";"A - ALIMENTARY TRACT AND METABOLISM";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1"
"CHEMBL3948730";"UMBRALISIB";"RP-5264|RP5264|TGR 1202|TGR-1202 FREE BASE|TGR-1202 base|UMBRALISIB";"RP-5264|RP5264|TGR-1202 FREE BASE|TGR-1202 base";"4.0";"Tg Therapeutics Inc";"'-lisib'";"2017";"phosphatidylinositol 3-kinase (PI3K) inhibitors";"'-lisib(-lisib)'";"2021";"";"";"";"";"";"";"US-9150579-B2";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"1";"0";"0";"0";"Discontinued";"CC(C)Oc1ccc(-c2nn([C@@H](C)c3oc4ccc(F)cc4c(=O)c3-c3cccc(F)c3)c3ncnc(N)c23)cc1F"
"CHEMBL505";"CHLORPHENIRAMINE";"Antagonate|CHLOR-TRIMETON|CHLORPHENAMINE|CHLORPHENIRAMINE|Chlorpheniramine|Isoclor|Kloromin|Phenetron|Teldrin";"";"4.0";"Pharmeral Inc|Central Pharmaceuticals Inc|Glaxosmithkline|Glaxosmithkline Consumer Healthcare Holdings Us Llc|Mainpointe Pharmaceuticals Llc|Schering Corp Sub Schering Plough Corp|Sun Pharmaceutical Industries Inc|Halsey Drug Co Inc|Kv Pharmaceutical Co|Watson Laboratories Inc";"";"1987";"";"";"1950";"R06AB54 | R06AB04";"R06AB - Substituted alkylamines | R06AB - Substituted alkylamines";"R06A - ANTIHISTAMINES FOR SYSTEMIC USE | R06A - ANTIHISTAMINES FOR SYSTEMIC USE";"R06 - ANTIHISTAMINES FOR SYSTEMIC USE | R06 - ANTIHISTAMINES FOR SYSTEMIC USE";"R - RESPIRATORY SYSTEM | R - RESPIRATORY SYSTEM";"Antihistaminic";"US-7863287-B2";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"1";"1";"0";"0";"Over the Counter";"CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1"
"CHEMBL19224";"PAPAVERINE";"NSC-136630|PAPAVERINE|PAPAVERINUM|Papaverine";"NSC-136630";"4.0";"";"'-verine'";"";"spasmolytic agents (papaverine type)";"'-verine(-verine)'";"";"G04BE52 | G04BE02 | A03AD01";"G04BE - Drugs used in erectile dysfunction | G04BE - Drugs used in erectile dysfunction | A03AD - Papaverine and derivatives";"G04B - UROLOGICALS | G04B - UROLOGICALS | A03A - DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS";"G04 - UROLOGICALS | G04 - UROLOGICALS | A03 - DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS";"G - GENITO URINARY SYSTEM AND SEX HORMONES | G - GENITO URINARY SYSTEM AND SEX HORMONES | A - ALIMENTARY TRACT AND METABOLISM";"Relaxant (smooth muscle)";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC"
"CHEMBL1201668";"NESIRITIDE";"BNP-32|BRAIN NATRIURETIC PEPTIDE 32|C01DX19|NESIRITIDE|NESIRITIDE RECOMBINANT|Natrecor|Nesiritide Recombinant|Nesiritide recombinant";"C01DX19";"4.0";"Scios Llc";"'-tide'";"1998";"peptides: atrial natriuretic type substances";"'-tide(-tide (-ritide))'";"2001";"C01DX19";"C01DX - Other vasodilators used in cardiac diseases";"C01D - VASODILATORS USED IN CARDIAC DISEASES";"C01 - CARDIAC THERAPY";"C - CARDIOVASCULAR SYSTEM";"";"None";"5:Oligopeptide";"0";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Prescription Only";""
"CHEMBL2068408";"SILICATE";"Silicate";"";"4.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"9:Inorganic";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"O=[Si](O)O"
"CHEMBL1206690";"PARECOXIB";"PARECOXIB|RAYZON|SC-69124|XAPIT";"SC-69124";"4.0";"";"'-coxib'";"1998";"cyclooxygenase-2 inhibitors";"'-coxib(-coxib)'";"";"M01AH04";"M01AH - Coxibs";"M01A - ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS";"M01 - ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS";"M - MUSCULO-SKELETAL SYSTEM";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"1";"0";"0";"0";"0";"Unknown";"CCC(=O)NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1"
"CHEMBL464982";"GAMOLENIC ACID";"(6Z,9Z,12Z-OCTADECATRIENOIC ACID|.GAMMA.-LINOLENIC ACID|18:3(N-6)|C18:3 (N-6)|DELTA-LINOLENIC ACID|EFAMAST 40|EFAMAST 80|EPOC|EPOGAM|EPOGAM 40|EPOGAM 80|EPOGAM PAED|GAM-O|GAMMA LINOLENIC ACID|GAMMA-LINOLENATE|GAMMALINOLENIC ACID|GAMMOLIN|GAMOLENIC ACID|GAMOLENIC-ACID|GAMOPHASE|KENTOGAM|LIN-GAM|NDI 609|SONOVA 400|UNIGAM";"18:3(N-6)|NDI 609";"4.0";"";"";"";"";"";"";"D11AX02 | D11AX52";"D11AX - Other dermatologicals | D11AX - Other dermatologicals";"D11A - OTHER DERMATOLOGICAL PREPARATIONS | D11A - OTHER DERMATOLOGICAL PREPARATIONS";"D11 - OTHER DERMATOLOGICAL PREPARATIONS | D11 - OTHER DERMATOLOGICAL PREPARATIONS";"D - DERMATOLOGICALS | D - DERMATOLOGICALS";"";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O"
"CHEMBL541";"BENZOIC ACID";"ACIDUM BENZOICUM|BENZOIC ACID|BENZOIC ACID (E 210)|BENZOICUM ACIDUM|Benzoate|Benzoic Acid|DRACYLIC ACID|E-210|E210|FEMA NO. 2131|INS NO.210|INS-210|MENNO-FLORADES|NSC-149|VEVOVITALL|WHITFIELD'S";"E-210|FEMA NO. 2131|INS NO.210|INS-210|NSC-149";"4.0";"";"";"";"";"";"";"";"";"";"";"";"Pharmaceutic Aid (antifungal agent)";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"O=C(O)c1ccccc1"
"CHEMBL2103837";"TAFAMIDIS";"FX-1005|FX-1006|FX1006|TAFAMIDIS|VYNDAMAX|VYNDAQEL";"FX-1005|FX-1006|FX1006";"4.0";"Foldrx Pharmaceuticals Llc A Wholly Owned Sub Of Pfizer Inc";"'-amidis'";"2009";"antimyloidotics";"'-amidis(-amidis)'";"2019";"N07XX08";"N07XX - Other nervous system drugs";"N07X - OTHER NERVOUS SYSTEM DRUGS";"N07 - OTHER NERVOUS SYSTEM DRUGS";"N - NERVOUS SYSTEM";"";"US-7214695-B2;US-7214696-B2";"1:Synthetic Small Molecule";"1";"1";"Achiral Molecule";"0";"1";"0";"0";"0";"Prescription Only";"O=C(O)c1ccc2nc(-c3cc(Cl)cc(Cl)c3)oc2c1"
"CHEMBL647";"APRACLONIDINE";"APRACLONIDINE|Apraclonidine|IOPIDINE";"";"4.0";"Imprimis Pharmaceuticals Usa Llc|Akorn Operating Co Llc";"";"1988";"";"";"1987";"S01EA03";"S01EA - Sympathomimetics in glaucoma therapy";"S01E - ANTIGLAUCOMA PREPARATIONS AND MIOTICS";"S01 - OPHTHALMOLOGICALS";"S - SENSORY ORGANS";"Adrenergic (alpha12-agonist)";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"1";"0";"Prescription Only";"Nc1cc(Cl)c(N=C2NCCN2)c(Cl)c1"
